"aid","Latitude","Longitude","Habitat_WWF","sp","int_pres"
49,0.5785,-50.79934,"Cerrado","sppC",1
49,0.5785,-50.79934,"Cerrado","sppD",0
49,0.5785,-50.79934,"Cerrado","sppE",0
49,0.5785,-50.79934,"Cerrado","sppF",0
49,0.5785,-50.79934,"Cerrado","sppG",0
49,0.5785,-50.79934,"Cerrado","sppH",0
49,0.5785,-50.79934,"Cerrado","sppI",3
49,0.5785,-50.79934,"Cerrado","sppJ",0
49,0.5785,-50.79934,"Cerrado","sppK",0
50,0.47138,-50.83549,"Cerrado","sppA",0
50,0.47138,-50.83549,"Cerrado","sppB",0
50,0.47138,-50.83549,"Cerrado","sppC",2
50,0.47138,-50.83549,"Cerrado","sppD",0
50,0.47138,-50.83549,"Cerrado","sppE",0
50,0.47138,-50.83549,"Cerrado","sppF",0
50,0.47138,-50.83549,"Cerrado","sppG",0
50,0.47138,-50.83549,"Cerrado","sppH",2
50,0.47138,-50.83549,"Cerrado","sppI",3
50,0.47138,-50.83549,"Cerrado","sppJ",3
50,0.47138,-50.83549,"Cerrado","sppK",0
51,0.82999,-51.24978,"Cerrado","sppA",0
51,0.82999,-51.24978,"Cerrado","sppB",2
51,0.82999,-51.24978,"Cerrado","sppC",1
51,0.82999,-51.24978,"Cerrado","sppD",0
51,0.82999,-51.24978,"Cerrado","sppE",1
51,0.82999,-51.24978,"Cerrado","sppF",0
51,0.82999,-51.24978,"Cerrado","sppG",1
51,0.82999,-51.24978,"Cerrado","sppH",0
51,0.82999,-51.24978,"Cerrado","sppI",2
51,0.82999,-51.24978,"Cerrado","sppJ",0
51,0.82999,-51.24978,"Cerrado","sppK",3
52,0.87725,-51.19751,"Cerrado","sppA",0
52,0.87725,-51.19751,"Cerrado","sppB",0
52,0.87725,-51.19751,"Cerrado","sppC",0
52,0.87725,-51.19751,"Cerrado","sppD",0
52,0.87725,-51.19751,"Cerrado","sppE",0
52,0.87725,-51.19751,"Cerrado","sppF",0
52,0.87725,-51.19751,"Cerrado","sppG",0
52,0.87725,-51.19751,"Cerrado","sppH",0
52,0.87725,-51.19751,"Cerrado","sppI",2
52,0.87725,-51.19751,"Cerrado","sppJ",3
52,0.87725,-51.19751,"Cerrado","sppK",1
53,1.00849,-51.29485,"Floresta","sppA",0
53,1.00849,-51.29485,"Floresta","sppB",0
53,1.00849,-51.29485,"Floresta","sppC",0
53,1.00849,-51.29485,"Floresta","sppD",2
53,1.00849,-51.29485,"Floresta","sppE",1
53,1.00849,-51.29485,"Floresta","sppF",0
53,1.00849,-51.29485,"Floresta","sppG",1
53,1.00849,-51.29485,"Floresta","sppH",1
53,1.00849,-51.29485,"Floresta","sppI",2
53,1.00849,-51.29485,"Floresta","sppJ",0
53,1.00849,-51.29485,"Floresta","sppK",2
54,0.23926,-51.28197,"Cerrado","sppA",0
54,0.23926,-51.28197,"Cerrado","sppB",0
54,0.23926,-51.28197,"Cerrado","sppC",0
54,0.23926,-51.28197,"Cerrado","sppD",0
54,0.23926,-51.28197,"Cerrado","sppE",0
54,0.23926,-51.28197,"Cerrado","sppF",0
54,0.23926,-51.28197,"Cerrado","sppG",0
54,0.23926,-51.28197,"Cerrado","sppH",2
54,0.23926,-51.28197,"Cerrado","sppI",1
54,0.23926,-51.28197,"Cerrado","sppJ",3
54,0.23926,-51.28197,"Cerrado","sppK",1
55,0.18888,-51.27711,"Cerrado","sppA",0
55,0.18888,-51.27711,"Cerrado","sppB",0
55,0.18888,-51.27711,"Cerrado","sppC",0
55,0.18888,-51.27711,"Cerrado","sppD",0
55,0.18888,-51.27711,"Cerrado","sppE",1
55,0.18888,-51.27711,"Cerrado","sppF",0
55,0.18888,-51.27711,"Cerrado","sppG",0
55,0.18888,-51.27711,"Cerrado","sppH",0
55,0.18888,-51.27711,"Cerrado","sppI",1
55,0.18888,-51.27711,"Cerrado","sppJ",2
55,0.18888,-51.27711,"Cerrado","sppK",1
56,0.13997,-51.4253,"Cerrado","sppA",0
56,0.13997,-51.4253,"Cerrado","sppB",0
56,0.13997,-51.4253,"Cerrado","sppC",1
56,0.13997,-51.4253,"Cerrado","sppD",0
56,0.13997,-51.4253,"Cerrado","sppE",0
56,0.13997,-51.4253,"Cerrado","sppF",0
56,0.13997,-51.4253,"Cerrado","sppG",0
56,0.13997,-51.4253,"Cerrado","sppH",0
56,0.13997,-51.4253,"Cerrado","sppI",2
56,0.13997,-51.4253,"Cerrado","sppJ",3
56,0.13997,-51.4253,"Cerrado","sppK",1
57,0.07058,-51.43643,"Cerrado","sppA",0
57,0.07058,-51.43643,"Cerrado","sppB",0
57,0.07058,-51.43643,"Cerrado","sppC",0
57,0.07058,-51.43643,"Cerrado","sppD",0
57,0.07058,-51.43643,"Cerrado","sppE",2
57,0.07058,-51.43643,"Cerrado","sppF",1
57,0.07058,-51.43643,"Cerrado","sppG",0
57,0.07058,-51.43643,"Cerrado","sppH",3
57,0.07058,-51.43643,"Cerrado","sppI",2
57,0.07058,-51.43643,"Cerrado","sppJ",0
57,0.07058,-51.43643,"Cerrado","sppK",2
58,0.10813,-51.35652,"Cerrado","sppA",0
58,0.10813,-51.35652,"Cerrado","sppB",0
58,0.10813,-51.35652,"Cerrado","sppC",0
58,0.10813,-51.35652,"Cerrado","sppD",0
58,0.10813,-51.35652,"Cerrado","sppE",0
58,0.10813,-51.35652,"Cerrado","sppF",0
58,0.10813,-51.35652,"Cerrado","sppG",2
58,0.10813,-51.35652,"Cerrado","sppH",2
58,0.10813,-51.35652,"Cerrado","sppI",1
58,0.10813,-51.35652,"Cerrado","sppJ",2
58,0.10813,-51.35652,"Cerrado","sppK",0
59,0.38566,-51.20977,"Cerrado","sppA",0
59,0.38566,-51.20977,"Cerrado","sppB",1
59,0.38566,-51.20977,"Cerrado","sppC",0
59,0.38566,-51.20977,"Cerrado","sppD",0
59,0.38566,-51.20977,"Cerrado","sppE",0
59,0.38566,-51.20977,"Cerrado","sppF",0
59,0.38566,-51.20977,"Cerrado","sppG",1
59,0.38566,-51.20977,"Cerrado","sppH",1
59,0.38566,-51.20977,"Cerrado","sppI",0
59,0.38566,-51.20977,"Cerrado","sppJ",0
59,0.38566,-51.20977,"Cerrado","sppK",1
60,0.35381,-51.20778,"Cerrado","sppA",0
60,0.35381,-51.20778,"Cerrado","sppB",0
60,0.35381,-51.20778,"Cerrado","sppC",1
60,0.35381,-51.20778,"Cerrado","sppD",0
60,0.35381,-51.20778,"Cerrado","sppE",0
60,0.35381,-51.20778,"Cerrado","sppF",0
60,0.35381,-51.20778,"Cerrado","sppG",2
60,0.35381,-51.20778,"Cerrado","sppH",2
60,0.35381,-51.20778,"Cerrado","sppI",1
60,0.35381,-51.20778,"Cerrado","sppJ",0
60,0.35381,-51.20778,"Cerrado","sppK",1
61,0.29715,-51.13442,"Cerrado","sppA",0
61,0.29715,-51.13442,"Cerrado","sppB",0
61,0.29715,-51.13442,"Cerrado","sppC",0
61,0.29715,-51.13442,"Cerrado","sppD",0
61,0.29715,-51.13442,"Cerrado","sppE",0
61,0.29715,-51.13442,"Cerrado","sppF",0
61,0.29715,-51.13442,"Cerrado","sppG",2
61,0.29715,-51.13442,"Cerrado","sppH",0
61,0.29715,-51.13442,"Cerrado","sppI",0
61,0.29715,-51.13442,"Cerrado","sppJ",3
61,0.29715,-51.13442,"Cerrado","sppK",0
62,0.31558,-51.16727,"Cerrado","sppA",0
62,0.31558,-51.16727,"Cerrado","sppB",0
62,0.31558,-51.16727,"Cerrado","sppC",0
62,0.31558,-51.16727,"Cerrado","sppD",0
62,0.31558,-51.16727,"Cerrado","sppE",0
62,0.31558,-51.16727,"Cerrado","sppF",0
62,0.31558,-51.16727,"Cerrado","sppG",2
62,0.31558,-51.16727,"Cerrado","sppH",2
62,0.31558,-51.16727,"Cerrado","sppI",1
62,0.31558,-51.16727,"Cerrado","sppJ",1
62,0.31558,-51.16727,"Cerrado","sppK",1
63,0.31662,-51.19949,"Cerrado","sppA",0
63,0.31662,-51.19949,"Cerrado","sppB",0
63,0.31662,-51.19949,"Cerrado","sppC",1
63,0.31662,-51.19949,"Cerrado","sppD",0
63,0.31662,-51.19949,"Cerrado","sppE",0
63,0.31662,-51.19949,"Cerrado","sppF",0
63,0.31662,-51.19949,"Cerrado","sppG",4
63,0.31662,-51.19949,"Cerrado","sppH",2
63,0.31662,-51.19949,"Cerrado","sppI",3
63,0.31662,-51.19949,"Cerrado","sppJ",1
63,0.31662,-51.19949,"Cerrado","sppK",1
64,0.78295,-51.59986,"Floresta","sppA",0
64,0.78295,-51.59986,"Floresta","sppB",1
64,0.78295,-51.59986,"Floresta","sppC",0
64,0.78295,-51.59986,"Floresta","sppD",0
64,0.78295,-51.59986,"Floresta","sppE",0
64,0.78295,-51.59986,"Floresta","sppF",2
64,0.78295,-51.59986,"Floresta","sppG",4
64,0.78295,-51.59986,"Floresta","sppH",1
64,0.78295,-51.59986,"Floresta","sppI",2
64,0.78295,-51.59986,"Floresta","sppJ",3
64,0.78295,-51.59986,"Floresta","sppK",1
65,0.8194,-51.60704,"Floresta","sppA",0
65,0.8194,-51.60704,"Floresta","sppB",0
65,0.8194,-51.60704,"Floresta","sppC",0
65,0.8194,-51.60704,"Floresta","sppD",0
65,0.8194,-51.60704,"Floresta","sppE",1
65,0.8194,-51.60704,"Floresta","sppF",2
65,0.8194,-51.60704,"Floresta","sppG",5
65,0.8194,-51.60704,"Floresta","sppH",2
65,0.8194,-51.60704,"Floresta","sppI",0
65,0.8194,-51.60704,"Floresta","sppJ",2
65,0.8194,-51.60704,"Floresta","sppK",3
66,0.85447,-51.61912,"Floresta","sppA",0
66,0.85447,-51.61912,"Floresta","sppB",1
66,0.85447,-51.61912,"Floresta","sppC",0
66,0.85447,-51.61912,"Floresta","sppD",1
66,0.85447,-51.61912,"Floresta","sppE",2
66,0.85447,-51.61912,"Floresta","sppF",0
66,0.85447,-51.61912,"Floresta","sppG",4
66,0.85447,-51.61912,"Floresta","sppH",4
66,0.85447,-51.61912,"Floresta","sppI",0
66,0.85447,-51.61912,"Floresta","sppJ",2
66,0.85447,-51.61912,"Floresta","sppK",2
67,0.97523,-51.69931,"Floresta","sppA",0
67,0.97523,-51.69931,"Floresta","sppB",1
67,0.97523,-51.69931,"Floresta","sppC",0
67,0.97523,-51.69931,"Floresta","sppD",1
67,0.97523,-51.69931,"Floresta","sppE",1
67,0.97523,-51.69931,"Floresta","sppF",5
67,0.97523,-51.69931,"Floresta","sppG",3
67,0.97523,-51.69931,"Floresta","sppH",4
67,0.97523,-51.69931,"Floresta","sppI",0
67,0.97523,-51.69931,"Floresta","sppJ",1
67,0.97523,-51.69931,"Floresta","sppK",2
68,1.01124,-51.67407,"Floresta","sppA",0
68,1.01124,-51.67407,"Floresta","sppB",1
68,1.01124,-51.67407,"Floresta","sppC",0
68,1.01124,-51.67407,"Floresta","sppD",3
68,1.01124,-51.67407,"Floresta","sppE",1
68,1.01124,-51.67407,"Floresta","sppF",1
68,1.01124,-51.67407,"Floresta","sppG",7
68,1.01124,-51.67407,"Floresta","sppH",3
68,1.01124,-51.67407,"Floresta","sppI",1
68,1.01124,-51.67407,"Floresta","sppJ",1
68,1.01124,-51.67407,"Floresta","sppK",2
69,0.97194,-51.59742,"Floresta","sppA",0
69,0.97194,-51.59742,"Floresta","sppB",0
69,0.97194,-51.59742,"Floresta","sppC",0
69,0.97194,-51.59742,"Floresta","sppD",1
69,0.97194,-51.59742,"Floresta","sppE",1
69,0.97194,-51.59742,"Floresta","sppF",1
69,0.97194,-51.59742,"Floresta","sppG",2
69,0.97194,-51.59742,"Floresta","sppH",2
69,0.97194,-51.59742,"Floresta","sppI",0
69,0.97194,-51.59742,"Floresta","sppJ",0
69,0.97194,-51.59742,"Floresta","sppK",0
70,0.90786,-51.60439,"Floresta","sppA",0
70,0.90786,-51.60439,"Floresta","sppB",0
70,0.90786,-51.60439,"Floresta","sppC",0
70,0.90786,-51.60439,"Floresta","sppD",1
70,0.90786,-51.60439,"Floresta","sppE",1
70,0.90786,-51.60439,"Floresta","sppF",0
70,0.90786,-51.60439,"Floresta","sppG",4
70,0.90786,-51.60439,"Floresta","sppH",1
70,0.90786,-51.60439,"Floresta","sppI",0
70,0.90786,-51.60439,"Floresta","sppJ",0
70,0.90786,-51.60439,"Floresta","sppK",3
71,0.7623,-51.57862,"Floresta","sppA",0
71,0.7623,-51.57862,"Floresta","sppB",1
71,0.7623,-51.57862,"Floresta","sppC",0
71,0.7623,-51.57862,"Floresta","sppD",1
71,0.7623,-51.57862,"Floresta","sppE",1
71,0.7623,-51.57862,"Floresta","sppF",1
71,0.7623,-51.57862,"Floresta","sppG",2
71,0.7623,-51.57862,"Floresta","sppH",1
71,0.7623,-51.57862,"Floresta","sppI",1
71,0.7623,-51.57862,"Floresta","sppJ",0
71,0.7623,-51.57862,"Floresta","sppK",1
72,0.99539,-51.68808,"Floresta","sppA",0
72,0.99539,-51.68808,"Floresta","sppB",1
72,0.99539,-51.68808,"Floresta","sppC",0
72,0.99539,-51.68808,"Floresta","sppD",4
72,0.99539,-51.68808,"Floresta","sppE",1
72,0.99539,-51.68808,"Floresta","sppF",2
72,0.99539,-51.68808,"Floresta","sppG",6
72,0.99539,-51.68808,"Floresta","sppH",3
72,0.99539,-51.68808,"Floresta","sppI",0
72,0.99539,-51.68808,"Floresta","sppJ",1
72,0.99539,-51.68808,"Floresta","sppK",1
73,1.01172,-51.67675,"Floresta","sppA",0
73,1.01172,-51.67675,"Floresta","sppB",1
73,1.01172,-51.67675,"Floresta","sppC",0
73,1.01172,-51.67675,"Floresta","sppD",3
73,1.01172,-51.67675,"Floresta","sppE",0
73,1.01172,-51.67675,"Floresta","sppF",2
73,1.01172,-51.67675,"Floresta","sppG",7
73,1.01172,-51.67675,"Floresta","sppH",2
73,1.01172,-51.67675,"Floresta","sppI",1
73,1.01172,-51.67675,"Floresta","sppJ",1
73,1.01172,-51.67675,"Floresta","sppK",1
74,0.8481,-51.61792,"Floresta","sppA",0
74,0.8481,-51.61792,"Floresta","sppB",1
74,0.8481,-51.61792,"Floresta","sppC",0
74,0.8481,-51.61792,"Floresta","sppD",1
74,0.8481,-51.61792,"Floresta","sppE",2
74,0.8481,-51.61792,"Floresta","sppF",0
74,0.8481,-51.61792,"Floresta","sppG",4
74,0.8481,-51.61792,"Floresta","sppH",5
74,0.8481,-51.61792,"Floresta","sppI",0
74,0.8481,-51.61792,"Floresta","sppJ",2
74,0.8481,-51.61792,"Floresta","sppK",2
75,0.91021,-51.60237,"Floresta","sppA",0
75,0.91021,-51.60237,"Floresta","sppB",0
75,0.91021,-51.60237,"Floresta","sppC",0
75,0.91021,-51.60237,"Floresta","sppD",1
75,0.91021,-51.60237,"Floresta","sppE",1
75,0.91021,-51.60237,"Floresta","sppF",0
75,0.91021,-51.60237,"Floresta","sppG",4
75,0.91021,-51.60237,"Floresta","sppH",1
75,0.91021,-51.60237,"Floresta","sppI",0
75,0.91021,-51.60237,"Floresta","sppJ",0
75,0.91021,-51.60237,"Floresta","sppK",2
76,0.90813,-51.60396,"Floresta","sppA",0
76,0.90813,-51.60396,"Floresta","sppB",0
76,0.90813,-51.60396,"Floresta","sppC",0
76,0.90813,-51.60396,"Floresta","sppD",1
76,0.90813,-51.60396,"Floresta","sppE",1
76,0.90813,-51.60396,"Floresta","sppF",0
76,0.90813,-51.60396,"Floresta","sppG",4
76,0.90813,-51.60396,"Floresta","sppH",1
76,0.90813,-51.60396,"Floresta","sppI",0
76,0.90813,-51.60396,"Floresta","sppJ",0
76,0.90813,-51.60396,"Floresta","sppK",3
77,0.83401,-51.6154,"Floresta","sppA",0
77,0.83401,-51.6154,"Floresta","sppB",1
77,0.83401,-51.6154,"Floresta","sppC",0
77,0.83401,-51.6154,"Floresta","sppD",0
77,0.83401,-51.6154,"Floresta","sppE",2
77,0.83401,-51.6154,"Floresta","sppF",1
77,0.83401,-51.6154,"Floresta","sppG",3
77,0.83401,-51.6154,"Floresta","sppH",4
77,0.83401,-51.6154,"Floresta","sppI",0
77,0.83401,-51.6154,"Floresta","sppJ",2
77,0.83401,-51.6154,"Floresta","sppK",2
78,0.8211,-51.61067,"Floresta","sppA",0
78,0.8211,-51.61067,"Floresta","sppB",0
78,0.8211,-51.61067,"Floresta","sppC",0
78,0.8211,-51.61067,"Floresta","sppD",0
78,0.8211,-51.61067,"Floresta","sppE",1
78,0.8211,-51.61067,"Floresta","sppF",3
78,0.8211,-51.61067,"Floresta","sppG",4
78,0.8211,-51.61067,"Floresta","sppH",2
78,0.8211,-51.61067,"Floresta","sppI",0
78,0.8211,-51.61067,"Floresta","sppJ",2
78,0.8211,-51.61067,"Floresta","sppK",2
79,0.9777,-51.66909,"Floresta","sppA",0
79,0.9777,-51.66909,"Floresta","sppB",1
79,0.9777,-51.66909,"Floresta","sppC",0
79,0.9777,-51.66909,"Floresta","sppD",2
79,0.9777,-51.66909,"Floresta","sppE",1
79,0.9777,-51.66909,"Floresta","sppF",1
79,0.9777,-51.66909,"Floresta","sppG",5
79,0.9777,-51.66909,"Floresta","sppH",2
79,0.9777,-51.66909,"Floresta","sppI",0
79,0.9777,-51.66909,"Floresta","sppJ",0
79,0.9777,-51.66909,"Floresta","sppK",1
80,0.87233,-51.62702,"Floresta","sppA",0
80,0.87233,-51.62702,"Floresta","sppB",1
80,0.87233,-51.62702,"Floresta","sppC",0
80,0.87233,-51.62702,"Floresta","sppD",2
80,0.87233,-51.62702,"Floresta","sppE",1
80,0.87233,-51.62702,"Floresta","sppF",0
80,0.87233,-51.62702,"Floresta","sppG",3
80,0.87233,-51.62702,"Floresta","sppH",3
80,0.87233,-51.62702,"Floresta","sppI",0
80,0.87233,-51.62702,"Floresta","sppJ",1
80,0.87233,-51.62702,"Floresta","sppK",3
81,0.85478,-51.61883,"Floresta","sppA",0
81,0.85478,-51.61883,"Floresta","sppB",1
81,0.85478,-51.61883,"Floresta","sppC",0
81,0.85478,-51.61883,"Floresta","sppD",1
81,0.85478,-51.61883,"Floresta","sppE",2
81,0.85478,-51.61883,"Floresta","sppF",0
81,0.85478,-51.61883,"Floresta","sppG",4
81,0.85478,-51.61883,"Floresta","sppH",4
81,0.85478,-51.61883,"Floresta","sppI",0
81,0.85478,-51.61883,"Floresta","sppJ",2
81,0.85478,-51.61883,"Floresta","sppK",2
82,0.83543,-51.61105,"Floresta","sppA",0
82,0.83543,-51.61105,"Floresta","sppB",1
82,0.83543,-51.61105,"Floresta","sppC",0
82,0.83543,-51.61105,"Floresta","sppD",0
82,0.83543,-51.61105,"Floresta","sppE",2
82,0.83543,-51.61105,"Floresta","sppF",2
82,0.83543,-51.61105,"Floresta","sppG",3
82,0.83543,-51.61105,"Floresta","sppH",3
82,0.83543,-51.61105,"Floresta","sppI",0
82,0.83543,-51.61105,"Floresta","sppJ",2
82,0.83543,-51.61105,"Floresta","sppK",2
83,0.82779,-51.60623,"Floresta","sppA",0
83,0.82779,-51.60623,"Floresta","sppB",0
83,0.82779,-51.60623,"Floresta","sppC",0
83,0.82779,-51.60623,"Floresta","sppD",0
83,0.82779,-51.60623,"Floresta","sppE",2
83,0.82779,-51.60623,"Floresta","sppF",2
83,0.82779,-51.60623,"Floresta","sppG",5
83,0.82779,-51.60623,"Floresta","sppH",2
83,0.82779,-51.60623,"Floresta","sppI",0
83,0.82779,-51.60623,"Floresta","sppJ",2
83,0.82779,-51.60623,"Floresta","sppK",3
84,0.82908,-51.60729,"Floresta","sppA",0
84,0.82908,-51.60729,"Floresta","sppB",0
84,0.82908,-51.60729,"Floresta","sppC",0
84,0.82908,-51.60729,"Floresta","sppD",0
84,0.82908,-51.60729,"Floresta","sppE",2
84,0.82908,-51.60729,"Floresta","sppF",2
84,0.82908,-51.60729,"Floresta","sppG",4
84,0.82908,-51.60729,"Floresta","sppH",3
84,0.82908,-51.60729,"Floresta","sppI",0
84,0.82908,-51.60729,"Floresta","sppJ",2
84,0.82908,-51.60729,"Floresta","sppK",3
85,0.80653,-51.60891,"Floresta","sppA",0
85,0.80653,-51.60891,"Floresta","sppB",0
85,0.80653,-51.60891,"Floresta","sppC",0
85,0.80653,-51.60891,"Floresta","sppD",0
85,0.80653,-51.60891,"Floresta","sppE",1
85,0.80653,-51.60891,"Floresta","sppF",1
85,0.80653,-51.60891,"Floresta","sppG",4
85,0.80653,-51.60891,"Floresta","sppH",2
85,0.80653,-51.60891,"Floresta","sppI",0
85,0.80653,-51.60891,"Floresta","sppJ",1
85,0.80653,-51.60891,"Floresta","sppK",1
86,0.76398,-51.57842,"Floresta","sppA",0
86,0.76398,-51.57842,"Floresta","sppB",1
86,0.76398,-51.57842,"Floresta","sppC",0
86,0.76398,-51.57842,"Floresta","sppD",1
86,0.76398,-51.57842,"Floresta","sppE",1
86,0.76398,-51.57842,"Floresta","sppF",1
86,0.76398,-51.57842,"Floresta","sppG",2
86,0.76398,-51.57842,"Floresta","sppH",1
86,0.76398,-51.57842,"Floresta","sppI",1
86,0.76398,-51.57842,"Floresta","sppJ",0
86,0.76398,-51.57842,"Floresta","sppK",1
87,0.76234,-51.5812,"Floresta","sppA",0
87,0.76234,-51.5812,"Floresta","sppB",1
87,0.76234,-51.5812,"Floresta","sppC",0
87,0.76234,-51.5812,"Floresta","sppD",1
87,0.76234,-51.5812,"Floresta","sppE",1
87,0.76234,-51.5812,"Floresta","sppF",2
87,0.76234,-51.5812,"Floresta","sppG",3
87,0.76234,-51.5812,"Floresta","sppH",2
87,0.76234,-51.5812,"Floresta","sppI",1
87,0.76234,-51.5812,"Floresta","sppJ",0
87,0.76234,-51.5812,"Floresta","sppK",1
88,0.73708,-51.57149,"Floresta","sppA",0
88,0.73708,-51.57149,"Floresta","sppB",1
88,0.73708,-51.57149,"Floresta","sppC",0
88,0.73708,-51.57149,"Floresta","sppD",1
88,0.73708,-51.57149,"Floresta","sppE",3
88,0.73708,-51.57149,"Floresta","sppF",0
88,0.73708,-51.57149,"Floresta","sppG",4
88,0.73708,-51.57149,"Floresta","sppH",3
88,0.73708,-51.57149,"Floresta","sppI",3
88,0.73708,-51.57149,"Floresta","sppJ",0
88,0.73708,-51.57149,"Floresta","sppK",1
89,0.77351,-51.5788,"Floresta","sppA",0
89,0.77351,-51.5788,"Floresta","sppB",1
89,0.77351,-51.5788,"Floresta","sppC",0
89,0.77351,-51.5788,"Floresta","sppD",0
89,0.77351,-51.5788,"Floresta","sppE",1
89,0.77351,-51.5788,"Floresta","sppF",1
89,0.77351,-51.5788,"Floresta","sppG",2
89,0.77351,-51.5788,"Floresta","sppH",0
89,0.77351,-51.5788,"Floresta","sppI",1
89,0.77351,-51.5788,"Floresta","sppJ",0
89,0.77351,-51.5788,"Floresta","sppK",1
90,0.77831,-51.5806,"Floresta","sppA",0
90,0.77831,-51.5806,"Floresta","sppB",1
90,0.77831,-51.5806,"Floresta","sppC",0
90,0.77831,-51.5806,"Floresta","sppD",0
90,0.77831,-51.5806,"Floresta","sppE",1
90,0.77831,-51.5806,"Floresta","sppF",1
90,0.77831,-51.5806,"Floresta","sppG",3
90,0.77831,-51.5806,"Floresta","sppH",1
90,0.77831,-51.5806,"Floresta","sppI",1
90,0.77831,-51.5806,"Floresta","sppJ",0
90,0.77831,-51.5806,"Floresta","sppK",2
91,0.94488,-51.59389,"Floresta","sppA",0
91,0.94488,-51.59389,"Floresta","sppB",0
91,0.94488,-51.59389,"Floresta","sppC",0
91,0.94488,-51.59389,"Floresta","sppD",2
91,0.94488,-51.59389,"Floresta","sppE",2
91,0.94488,-51.59389,"Floresta","sppF",1
91,0.94488,-51.59389,"Floresta","sppG",3
91,0.94488,-51.59389,"Floresta","sppH",2
91,0.94488,-51.59389,"Floresta","sppI",0
91,0.94488,-51.59389,"Floresta","sppJ",0
91,0.94488,-51.59389,"Floresta","sppK",1
92,0.72912,-51.57819,"Floresta","sppA",0
92,0.72912,-51.57819,"Floresta","sppB",1
92,0.72912,-51.57819,"Floresta","sppC",0
92,0.72912,-51.57819,"Floresta","sppD",2
92,0.72912,-51.57819,"Floresta","sppE",2
92,0.72912,-51.57819,"Floresta","sppF",0
92,0.72912,-51.57819,"Floresta","sppG",5
92,0.72912,-51.57819,"Floresta","sppH",2
92,0.72912,-51.57819,"Floresta","sppI",3
92,0.72912,-51.57819,"Floresta","sppJ",2
92,0.72912,-51.57819,"Floresta","sppK",1
93,0.73785,-51.55759,"Floresta","sppA",0
93,0.73785,-51.55759,"Floresta","sppB",1
93,0.73785,-51.55759,"Floresta","sppC",0
93,0.73785,-51.55759,"Floresta","sppD",1
93,0.73785,-51.55759,"Floresta","sppE",3
93,0.73785,-51.55759,"Floresta","sppF",0
93,0.73785,-51.55759,"Floresta","sppG",3
93,0.73785,-51.55759,"Floresta","sppH",4
93,0.73785,-51.55759,"Floresta","sppI",2
93,0.73785,-51.55759,"Floresta","sppJ",0
93,0.73785,-51.55759,"Floresta","sppK",1
94,0.73715,-51.58124,"Floresta","sppA",0
94,0.73715,-51.58124,"Floresta","sppB",1
94,0.73715,-51.58124,"Floresta","sppC",0
94,0.73715,-51.58124,"Floresta","sppD",2
94,0.73715,-51.58124,"Floresta","sppE",1
94,0.73715,-51.58124,"Floresta","sppF",1
94,0.73715,-51.58124,"Floresta","sppG",6
94,0.73715,-51.58124,"Floresta","sppH",2
94,0.73715,-51.58124,"Floresta","sppI",3
94,0.73715,-51.58124,"Floresta","sppJ",1
94,0.73715,-51.58124,"Floresta","sppK",1
95,0.91889,-51.59308,"Floresta","sppA",0
95,0.91889,-51.59308,"Floresta","sppB",0
95,0.91889,-51.59308,"Floresta","sppC",0
95,0.91889,-51.59308,"Floresta","sppD",2
95,0.91889,-51.59308,"Floresta","sppE",1
95,0.91889,-51.59308,"Floresta","sppF",0
95,0.91889,-51.59308,"Floresta","sppG",5
95,0.91889,-51.59308,"Floresta","sppH",1
95,0.91889,-51.59308,"Floresta","sppI",0
95,0.91889,-51.59308,"Floresta","sppJ",0
95,0.91889,-51.59308,"Floresta","sppK",1
96,0.78885,-51.60394,"Floresta","sppA",0
96,0.78885,-51.60394,"Floresta","sppB",1
96,0.78885,-51.60394,"Floresta","sppC",0
96,0.78885,-51.60394,"Floresta","sppD",0
96,0.78885,-51.60394,"Floresta","sppE",1
96,0.78885,-51.60394,"Floresta","sppF",2
96,0.78885,-51.60394,"Floresta","sppG",4
96,0.78885,-51.60394,"Floresta","sppH",2
96,0.78885,-51.60394,"Floresta","sppI",1
96,0.78885,-51.60394,"Floresta","sppJ",3
96,0.78885,-51.60394,"Floresta","sppK",1
97,0.74006,-51.53275,"Floresta","sppA",0
97,0.74006,-51.53275,"Floresta","sppB",1
97,0.74006,-51.53275,"Floresta","sppC",0
97,0.74006,-51.53275,"Floresta","sppD",1
97,0.74006,-51.53275,"Floresta","sppE",4
97,0.74006,-51.53275,"Floresta","sppF",0
97,0.74006,-51.53275,"Floresta","sppG",2
97,0.74006,-51.53275,"Floresta","sppH",4
97,0.74006,-51.53275,"Floresta","sppI",1
97,0.74006,-51.53275,"Floresta","sppJ",0
97,0.74006,-51.53275,"Floresta","sppK",3
98,0.73482,-51.55553,"Floresta","sppA",0
98,0.73482,-51.55553,"Floresta","sppB",1
98,0.73482,-51.55553,"Floresta","sppC",0
98,0.73482,-51.55553,"Floresta","sppD",1
98,0.73482,-51.55553,"Floresta","sppE",3
98,0.73482,-51.55553,"Floresta","sppF",0
98,0.73482,-51.55553,"Floresta","sppG",3
98,0.73482,-51.55553,"Floresta","sppH",4
98,0.73482,-51.55553,"Floresta","sppI",2
98,0.73482,-51.55553,"Floresta","sppJ",0
98,0.73482,-51.55553,"Floresta","sppK",1
99,0.73082,-51.57239,"Floresta","sppA",0
99,0.73082,-51.57239,"Floresta","sppB",1
